comment_id,author_name,topic,video_title,video_channel,text,annotator_1_label,annotator_2_label,annotator_3_label,sentiment_label
Ugw4IJwvh-Y0sYt8tLN4AaABAg,@user-hi5qh3nd2n,Climate Change,Cut for Time: Climate Change (Kumail Nanjiani) - SNL,Saturday Night Live,"I’ve concluded that cut for time are actually cut bc they might offend their corporate advertisers. This one is fantastic, even more relevant in 2026",positive,positive,positive,positive
UgxHB8FJosXXDE-emM94AaABAg,@MaryDavignon,Climate Change,"Climate Change: New Data, New Debate",Bulletin of the Atomic Scientists,"I live in a 1971 built house with natural gas forced air furnace, gas water heater, and gas stove. The electricity is expensive and the power grid is so unreliable that we fear switching to all electric. My house would be perfect for solar, but the outlay and return on investment isn''t doable for this senior who will not live long enought in the house to recoup the costs. We do have energy star appliances, LED lighting, good insulation and windows, and live in an area close to the services we need. I would love an honest and affordable solution.",negative,negative,negative,negative
UgxZsK2mp8CWgpGUpH94AaABAg,@Suiiiii-98,Climate Change,How to talk about CLIMATE CHANGE in English,English Speaking Success,Ki,neutral,neutral,neutral,neutral
UgxcSZWsR0_puPoy9KZ4AaABAg,@duanesbuhler7696,Climate Change,The Climate Crisis Is Coming for Your Food,"The World, The Universe And Us",Increased CO2 has caused a greening of the earth.,neutral,neutral,neutral,neutral
UgzinvUI7z0Q_h8t_4l4AaABAg,@Qwalityheld,Climate Change,Kids and climate change ⏲️ 6 Minute English,BBC Learning English,"""it freaks me out.""
""One in a million. ""
""Climate anxiety. ""
""Parasite."" 
""To put something off.""",neutral,neutral,neutral,neutral
Ugzbi7HRYjJpIbEIX4h4AaABAg,@theanarkiddie4569,Climate Change,The easiest climate change win ever,Simon Clark,"Every time I open this video to rewatch it I just end up craving chocolate cake. Gosh, I love chocolate cake.

(Thanks for the video Simon!)",positive,positive,positive,positive
UgzucCubFWujmUxlb4t4AaABAg,@teec3557,Climate Change,'Climate Change': Scientists Warn Public as Extreme Weather Risks Intensify | Heatwave | El Nino,CNN-News18,Just stop the bs.,negative,negative,negative,negative
Ugy_UqdN7_K10HDvMBx4AaABAg,@Sandeep_chand16,Climate Change,Climate Change: How does it really work? | ClimateScience #1,ClimateScience - Solve Climate Change,How terrorizing fact is it that it took 5000 years for 5°C increase in atmospheric temperature but we the humans have made 1°C increase since 1975 (51 years ) 😢,negative,negative,negative,negative
UgxALqr-kHrpnadc3D94AaABAg,@waterst9,Climate Change,What Climate Science Actually Says vs. What You've Been Told It Says,Alliance for Responsible Citizenship,"Same reaction to the questioning of Covid science, restrictions, origins and the efficacy of the vaccine. All mostly disproven and delegitimized.",negative,negative,negative,negative
UgxcryMQ-82lEkrJ2et4AaABAg,@abbie_urmom,Climate Change,Climate Change Activists vs Skeptics: Can They See Eye To Eye? | Middle Ground,Jubilee,"Yes, global warming is real and scientifically undisputed. since the late 19th century, driven by human-produced greenhouse gas emissions, such as burning fossil fuels. This warming drives sea-level rise, habitat loss, and more extreme weather events. you cant tell me that we are not going under global warming.More than 99% of scientific studies agree that climate change is real and caused by human activities. Why and how you may ask, The burning of fossil fuels (coal, oil, gas), deforestation, and land-use changes are the main contributors. : Evidence includes rapidly shrinking Arctic sea ice, melting glaciers, increasing ocean heat content, and about 16 cm (6 inches) of sea-level rise since 1901.",neutral,neutral,negative,neutral
Ugx7k7kdzQcYqys-LmF4AaABAg,@HowardNorris-gh1jw,Climate Change,Jeremy Clarkson says farming has given him a new perspective on the changing climate.,Times News,"In 1976 we had a massive swarm of ladybirds, which had a set of factors as its cause - the popular rhetoric for climate change is too simplistic in terms of causality.",neutral,neutral,neutral,neutral
UgySkd0VbH-fuNbN9st4AaABAg,@BURGUNDYBURGUNDY3315,Climate Change,"Global sea levels could rise more than expected because of climate change, according to a new study",NPR,I’m starting to think there tendency to release the most hopeful numbers is screwing us over I wish we’d be alarmed by this,negative,negative,negative,negative
Ugws_315-ZmoEUlGMdl4AaABAg,@heiskanbuscadordelaverdad8709,Climate Change,Is climate change as bad for our health as COVID-19?,Simon Clark,Yes,neutral,neutral,neutral,neutral
UgypWRrlHY5hwSH5aUx4AaABAg,@qp9259,Climate Change,The Climate Crisis Is POLITICAL! #historyshorts #climatechange #history,Redacted History,"We're gonna hit wet bulb temperatures and a lot of people are gonna die. It's not over because it's never over. 

Bit tbh I think a lot of us need to emotionally prepare for that.",negative,negative,negative,negative
UgynamcR16NIu8OMSx94AaABAg,@Saurabh990azl,Climate Change,Climate Change is a Spiritual Problem || Acharya Prashant (2025),Acharya Prashant,❤❤❤,positive,positive,positive,positive
UgwfkYoFtsL-PpT4CSF4AaABAg,@SendingFreedomTM,Climate Change,Joe Rogan schools Bernie Sanders on climate change,News24,Global warming is actually good anyways the best periods were warm. It's ice ages and freezes that kill life,positive,positive,positive,positive
UgwcKcT4lzR802mY6Mx4AaABAg,@DaneIvkovich,Climate Change,Hotter heatwaves are a symptom of climate change,Dr Gilbz,"If you get rid of our asphalt and concrete jungles where all you climate experts reside, the temperature would reduce significantly.  Ask anyone from Tanzania.",negative,negative,negative,negative
Ugwnekit26c-uNF7rrF4AaABAg,@amiava4213,Climate Change,"Climate change fueled Canada's wildfires, study says, as Trump blames mismanagement",Associated Press,"Isn’t this glorious?

Global Greening Hits New Record as Climate Emergency Fails to Materialize: ‘Activists refuse to accept that the climate catastrophe is nowhere to be seen’",positive,positive,positive,positive
UgyJitTyX-90XroiZFJ4AaABAg,@anamariacarvalho6738,Climate Change,Is climate change fuelling diseases like Ebola? The Climate Question podcast - BBC World Service,BBC World Service,Climare Changes are shiftimg The animais deseases tô urban area,neutral,negative,neutral,neutral
UgyD5boFQl9u-RUEnT54AaABAg,@Tsip89,Climate Change,2026 isn't breaking heat records - yet. El Nino is forecast to spike temperatures,Associated Press,Thanks for the info!,positive,positive,positive,positive
UgzLVCUIbfZ55SpgNfN4AaABAg,@zumahyena,Climate Change,"""It's clear to me that climate change is the single greatest threat to human security that we face""",Green Party of England & Wales,The security service even confirmed it. Climate change and biodiversity loss are a major threat to national security.,negative,negative,neutral,negative
UgwCO4K7WqLnYQaki194AaABAg,@Ngamer834,Climate Change,Climate crisis is 'biggest threat since WW2': Is this hysterics or hard truth?,LBC,Those who are claiming it's all hoax will soon be complaining about it's impacts that are already happening.,negative,negative,negative,negative
UgzJ6eHzwQxxGgehM014AaABAg,@remusventanus5127,Climate Change,Record heatwave 'impossible' without climate change #weather #heatwave #climatechange,ITV News,The European mind cannot even comprehend ac 😂😂😂😂😂😂😂,negative,negative,negative,negative
UgyeZ3b_v6dYPkE9rBJ4AaABAg,@maryrobinson6688,Climate Change,JUST IN: Sheldon Whitehouse And Ron Johnson Get Into Climate Change Debate On Senate Floor,Forbes Breaking News,The subject here is how people are warned about severe weather,neutral,neutral,neutral,neutral
Ugx8UkjtMHLASZbk7up4AaABAg,@rogerthat487,Climate Change,Climate Change is Destroying Lives... Now,ClimateAdam,A PhD in atmospheric  physics  - STOP right there,negative,negative,negative,negative
Ugxgy8qJPG6Dxt3Xibx4AaABAg,@jamesesposito8204,Climate Change,Climate change reality check,ABC News,Stop tearing down all our trees and keep building houses when the trees take the carbon dioxide out of the air and turn it into oxygen and air. A scientist know this but you keep ripping down the trees anyway and keep selling off land to keep building more and more houses or business start planting more trees bring back the forest. I think that will do a lot of change in the world but no everybody’s about a dollar making the cash flow. These other people that don’t care about anything going on. They’re all worried about money.,negative,negative,negative,negative
Ugy6FID6UmWulV5nXsN4AaABAg,@BoyerAngelah,Climate Change,Climate change: Are there too many people? - 6 Minute English,BBC Learning English,This is exactly the kind of video I needed!,positive,positive,positive,positive
UgxiUIIvecIqtGzAZWl4AaABAg,@usifblbas,Video Games,Lana Del Rey - Video Games,LanaDelReyVEVO,"7/August /2026 ❤️‍🩹
5:55 am 🍷",neutral,neutral,neutral,neutral
Ugw3vGo_EMpQy1XSoPh4AaABAg,@FantasticGamerRDK65,Video Games,How Video Games Evolved in 68 Years 🎮 #shorts,Learn Tech Gaming,Why i recognised all games😅,positive,positive,positive,positive
UgxNzCD7pmF1o7AWv9F4AaABAg,@LostPanda,Video Games,Lana Del Rey - Video Games (Lyrics),Lost Panda,*Do you play video games?*,neutral,neutral,neutral,neutral
UgyYWIN67DM8KePeWtt4AaABAg,@shaneallen231,Video Games,Tenacious D - Video Games,Tenacious D,I want you to still play fucking video games.,positive,neutral,neutral,neutral
UgwK_L00eJC4DZkik5h4AaABAg,@Mirai-u2i,Video Games,Cool creative smart fun game videos that you can't miss. #100,Great_Painter,❤😂😂😂😂😂😂😂😂😂😂,positive,positive,positive,positive
Ugz2g2P8PkL0N2pn_XR4AaABAg,@samanthasalazar486,Video Games,Mario & Sonic At The London 2012 Olympic Games Football Team Sonic Gameplay,Minh Party U,Request please upload now with enough time all characters losing animations in London party mode rhythmic ribbon with knuckles in all songs synchronized swimming all songs relay and dream rafting with knuckles sonic Amy and tails and all events replay with knuckles in London wii and all events with knuckles in London 3ds and Vancouver wii with all characters winning and losing animations in all Olympic and dream events failed poses in figure skating and in festival mode all in 4K please let me know it’s uploaded already today tomorrow NOW,neutral,neutral,neutral,neutral
Ugw8IDn1gQwmDu9uZTV4AaABAg,@Kittistory,Video Games,How Video Games Punish Stealers,Sambucha,The spongebob squarepant super sponge anti piocy screen is not e.D it's just the wheel laying that tries to choose,neutral,neutral,neutral,neutral
UgzKOvCeYlsoSePjRzV4AaABAg,@PlayverseGaming-z6c,Video Games,16 PERFECT 10/10 Games That Will Make You Love Gaming Again!,Playverse Gaming,"00:26 - God of War 2018
01:34 - Hollow Knight
02:37 - Days Gone
03:56 - Resident Evil 7
05:01 - Clair Obscur: Expedition 33
06:22 - A Plague Tale Innocence
07:50 - The Last of Us Part I
09:14 - Assassin's Creed Black Flag Resynced
10:27 - Outer Wilds
11:50 - The Witcher 3: Wild Hunt
13:14 - Disco Elysium
14:29 - Red Dead Redemption 2
16:01 - Split Fiction
17:23 - Need for Speed: Most Wanted
18:49 - Baldur's Gate 3
20:18 - Titanfall 2
21:41 -  Ending",neutral,neutral,neutral,neutral
UgwDxwPWw75AdL7b4gV4AaABAg,@Bitcenteplay,Video Games,Mario Kart 8 Deluxe - All New DLC Courses (DLC Booster Pack 1),Sirloin,"""Empecé jugando con mi hijo y ahora me gana más seguido de lo que me gustaría. 😂""",positive,positive,positive,positive
UgxmbVGCwSabv_vuDvR4AaABAg,@Hbbdh22eh,Video Games,VIDEO GAMES AT 3AM 😝😱 #humor #homealone #babyduck,Packy Films,Touch some grass,negative,negative,negative,negative
Ugwm20t550ph4kmpjNx4AaABAg,@Mexxlegos0,Video Games,Horror Games Be Like:  #shorts #horrorgaming #scary,amandaprescottfx,"/\         /\
 (O      O)
        ^",neutral,neutral,neutral,neutral
Ugy7gG-HkJcNbn2FF5t4AaABAg,@Mr_SKIE,Video Games,When you realise Video games are Unrealistic!,Military Might ,Thats so real like them N*ggas literally running fast as fuh with a machine gun,positive,positive,positive,positive
Ugyc7B1g0YEDWlinL_J4AaABAg,@MYLTI-MYLT,Video Games,MXGP 2021 - The Official Motocross Videogame Gameplay,MYLTIMYLT,New Game - https://youtu.be/OS5prnmxbak,neutral,neutral,neutral,neutral
UgxXHKJZ9HLXl9j8a5N4AaABAg,@TDBRICKS,Video Games,POPULAR VIDEO GAMES in LEGO...,TD BRICKS,"0:15 Mario
1:29 Fortnite
2:39 Roblox
2:54 Portal
3:27 Temple Run
4:10 Subway Surfers
4:35 Fruit Ninja
4:55 Pokemon
5:15 Among Us
5:56 Angry Birds
6:42 Wii Sports
7:30 Call of Duty
8:10 Minecraft
8:44 GTA 5
9:19 Lego games",neutral,neutral,neutral,neutral
UgzoOuvW6U01hEJubrh4AaABAg,@owellorge1868,Video Games,10 Best NEW Games To Play In August 2026,Force Gaming,All crap,negative,negative,negative,negative
Ugw638LsUBL2y8F2sbF4AaABAg,@AdamDarbyshire-u2p3b,Video Games,"Video Games but every ""Games"" is replaced with Frigigigigigigigi",SmilyCookieBone,What,neutral,neutral,neutral,neutral
Ugz4ZVQNoA7GZcD39kd4AaABAg,@Abolfazl-1112,Video Games,Scania truck driving 4K video | Truck Simulator Ultimate #game #games #truck #simulator #gameplay,THE HIYAA GAMING ,لطفاً اسم صندلی رو بگو❤❤,neutral,neutral,positive,neutral
UgzkF5uxSgJbd59HM-54AaABAg,@carpe_diem-770,Video Games,Video Games - Lana Del Rey - Lyrics,MegaMf97,one of my favorite lana's song,positive,positive,positive,positive
UgyyQRdbV34G5YI7AIx4AaABAg,@SparrowIndustry,Video Games,"Retro Game Stick, 4K HDMI #games #gaming #game #retrogaming #retrogames #ps5 #ps4  #gameshorts",Sparrow Industry,"M15 Game Stick full video :- https://youtu.be/Utdm0nhln2s

Gs5 Pro unboxing and review video price 3799 :- https://youtu.be/7joMqRottFw",neutral,neutral,neutral,neutral
UgyWb5ebtZSkS290g0R4AaABAg,@TheAnimatorGuy-c9n,Video Games,Video Games That Were Pulled,Sambucha,Flappy Bird got removed because he got death threats,neutral,neutral,neutral,neutral
UgxuXYUOnllv-XZ8wPl4AaABAg,@playlistsbydholphinxx9076,Video Games,04 - Video Games - Lana Del Rey,Yeyden Zoé Vega,Album of the decade!,positive,positive,positive,positive
Ugz_R8SJTpSUhS6M4Td4AaABAg,@moon_kandii15,Video Games,Video Game Glitches be like… pt. 5 #gaming #shorts,NicsNite,"Ah yes, I love a good bowl of [[hyperlink blocked]]",positive,positive,positive,positive
UgzvBbl_8afd78arOht4AaABAg,@CircleToonsHD,Video Games,The Friend That's Too Good at Video Games,CircleToonsHD,I know you all get me on this... watching your buddy on discord waiting for him to die... and he just... doesnt....,positive,positive,positive,positive
UgxbGssT7ROEOpYqZSB4AaABAg,@BustinJieber09,Video Games,Gaming in Year 2067,Adhemz,"Join the Discord basement from the link in bio or your charger will always be missing.  
( Subscribe for more 😉 )",neutral,neutral,neutral,neutral
UgwyMMPBaljT2Gc3-DJ4AaABAg,@yukooshima1979,Video Games,Your man is a 🚩 if he plays these video games,JourdanGames,Why Billy Boyd and Monahan?,neutral,neutral,neutral,neutral
UgwfeGGlltCDwDvEQHR4AaABAg,@IbrahimAvila-v9y,Video Games,Why you should never play video games in class #shorts,Zach King,23m likes,neutral,neutral,neutral,neutral
Ugy5CGEikiAXx6m9lGZ4AaABAg,@Upadhyayy,Video Games,Ramp Car Racing - Car Racing 3D - Android Gameplay,Gaming aadii ,50M❤🎉,positive,positive,positive,positive
UgyvJuthL2csQocH29p4AaABAg,@TWOTİME1193,Video Games,This goes hard.👀 #gaming #starwars #darthvader #videogames #trending #shorts #lightsaber #4k #jedi,Bloooski,Game name,neutral,neutral,neutral,neutral
Ugwbeql0jWThCsOGUY14AaABAg,@sing2piano,Video Games,Lana Del Rey - Video Games (Piano Karaoke),Sing2Piano | Piano Karaoke Instrumentals,"💜 SUBSCRIBE 👉 https://s2m.lnk.to/Sing2PianoYT1b
🎤 Sing more Lana Del Rey 👉 https://s2m.lnk.to/kAmtGhDX1b
🎹 Use Our Tracks/Newsletter 👉 https://s2m.lnk.to/joine1b",neutral,neutral,neutral,neutral
UgwjFwP36gSJZyw1b414AaABAg,@Sebastian-Jalisco1,Video Games,KIDS CRASHING OUT OVER VIDEO GAMES!,Foltyn Reacts,The vr game is gym class,neutral,neutral,neutral,neutral
UgwVsUpt_jBd15_ArMJ4AaABAg,@SỹTrần-w8k,Video Games,I don't want to play this game 😂 | Funny animation,4M Animation,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🌹🌹🌹🌹🌹🌹🌹😜🌹😜😜🌹😂😂😂😂😂😂😂😂😭😭😭😭😭😭,positive,positive,positive,positive
UgyszaAj16ehRvqYv3h4AaABAg,@JinnaGaming,Video Games,Mario Party 10 Minigames - Mario Vs Peach Vs Luigi Vs Daisy ( Master COM ),JinnaGaming,Ready for some Mario Party fun? Watch my new video now: https://youtu.be/_PvViKNnT4M,neutral,neutral,neutral,neutral
Ugy2g7jBcS5GV8AVmMd4AaABAg,@seeker2219,Video Games,"If you’re playing video games, then you are a child!",orthodoxnet,"i´m most likely one of the biggest gamers alive.  I am trying to scale it down ALOT and it workds fantastic.  I tend to agree with what is said here, but i THNK a major problem is that adult males are no longer allowed to be adult.  they are ... shackled to boring non-rewarding things lifes. so playing games becomes that one thing that lets men do what men want to do.  If we could open up the adult ways through REAL life for men, i do think they would quit playing instantly.  But that choice has been stolen. Or atleast people cannot see that way anyomre.",negative,negative,negative,negative
UgwbBxpZSjvRR6raatl4AaABAg,@briann.h8311,Video Games,Mario & Sonic At The Olympic Games Tokyo 2020 All Events New Record Full HD,StartPlayX,They put that in a fifa World Cup 😭😭😭,neutral,positive,negative,negative
UgwjXD8lFxA5-Jon1OJ4AaABAg,@elyrix-m6t,Video Games,Video Games That Inspired Killers,Sambucha,Anders mentioned 🤩,positive,positive,positive,positive
UgxW2ULkdw_idgHDweJ4AaABAg,@AngelinShibila,Video Games,Do Video Games Make You Smarter?,Gohar Khan,Roblox?,neutral,neutral,neutral,neutral
UgwfKFufPttORLeYoPN4AaABAg,@SasukeUchiha_2024,Video Games,Cars 2 The Video Game Mods: Can You Beat Lightning McQueen in These Racing Games,MYLTIMYLT,Credits to @LightningMcQueen2017Games for using his mod as a base and using his personalized rims textures,neutral,neutral,neutral,neutral
UgyhilJoZje30z2k0tB4AaABAg,@focusongaming47,Video Games,Peak of Video Game Graphics? KCD2 Looks Insane!,Focus on Gaming,"Want cheap games? Check out my channel bio! 🔥
Every purchase helps me keep making awesome content. Thanks for the support! ❤️",neutral,positive,positive,positive
UgydRsdTT6jguyisOOx4AaABAg,@ludolamour,Video Games,Lana Del Rey - Video Games,LanaDelReyVEVO,da bestest <3,positive,positive,positive,positive
UgxlqdIrRmwvpX0V1wh4AaABAg,@muhammetmesut,Video Games,How Video Games Evolved in 68 Years 🎮 #shorts,Learn Tech Gaming,64 BAYT to 500 GIGABAYT,neutral,neutral,neutral,neutral
UgxkgTkY1B3SOhi9bSJ4AaABAg,@LizaJalil-i4s7t,Video Games,Lana Del Rey - Video Games (Lyrics),Lost Panda,0:55♥️.,positive,positive,positive,positive
Ugy-1jue6qE6bYYp7tR4AaABAg,@karincohen6837,Video Games,Tenacious D - Video Games,Tenacious D,"One year later, he was the main character in a video game movie",neutral,neutral,neutral,neutral
UgzoyUXoMFVRbIvnziJ4AaABAg,@BikashDey-vh1kb,Video Games,Cool creative smart fun game videos that you can't miss. #100,Great_Painter,😂😂😂😂🎉,positive,positive,positive,positive
UgwBldJqOfW61ABLxql4AaABAg,@VMGAMING,Video Games,Mario & Sonic At The London 2012 Olympic Games Football Team Sonic Gameplay,Minh Party U,Why didn’t Team Sonic pass more instead of trying to score solo goals?,negative,negative,negative,negative
UgzYlQsXJlx27eyIu2d4AaABAg,@Renzogut16,Video Games,How Video Games Punish Stealers,Sambucha,If buying ain’t owning then piracy ain’t stealing,neutral,neutral,neutral,neutral
UgxSrqYfWSJMm47Q9Hh4AaABAg,@Семён-ъ5и,Video Games,16 PERFECT 10/10 Games That Will Make You Love Gaming Again!,Playverse Gaming,"Far Cry 3, Assassin's Creed II, God Of War 2018, RDR2. My opinion.",neutral,neutral,neutral,neutral
UgxOu3ZfWblljwkm0OV4AaABAg,@vizcachaespacial,Video Games,Mario Kart 8 Deluxe - All New DLC Courses (DLC Booster Pack 1),Sirloin,🎉🎉🎉🎉,positive,positive,positive,positive
Ugwvkyh318UUkfK_aEt4AaABAg,@doddleart-m9f,Video Games,VIDEO GAMES AT 3AM 😝😱 #humor #homealone #babyduck,Packy Films,Bro dude dans did this copy cat,negative,negative,negative,negative
Ugzhrd9s9vAHi6yjgbZ4AaABAg,@Buildit2Earnit,Video Games,Horror Games Be Like:  #shorts #horrorgaming #scary,amandaprescottfx,"╭━━━┳━━━╮
┃╭━━┫╭━╮┃
┃╰━━╋╯╭╯┃
┃╭━╮┃╱┃╭╯
┃╰━╯┃╱┃┃╱
╰━━━╯╱╰╯╱",neutral,neutral,neutral,neutral
UgzIxgy5-Kmlau05i_14AaABAg,@SuperSpeedyboyy,Video Games,When you realise Video games are Unrealistic!,Military Might ,This guy needs too touch grass,negative,negative,negative,negative
UgyAXWCh_BL7Zks6-2Z4AaABAg,@RevanPiansa-q4y,Video Games,MXGP 2021 - The Official Motocross Videogame Gameplay,MYLTIMYLT,9,neutral,neutral,neutral,neutral
UgxPlRJfJOWcjSIEWwR4AaABAg,@HuynhPhuoc-x1w8n,Video Games,POPULAR VIDEO GAMES in LEGO...,TD BRICKS,u mean  Jack from subway surfers,neutral,neutral,neutral,neutral
UgyQFZGkxcaknA7Hjzd4AaABAg,@SecretVixen77,Video Games,10 Best NEW Games To Play In August 2026,Force Gaming,Big walk is so cutee,positive,positive,positive,positive
Ugyk6NprXQgK94TbcHZ4AaABAg,@AdamDarbyshire-u2p3b,Video Games,"Video Games but every ""Games"" is replaced with Frigigigigigigigi",SmilyCookieBone,Funn,positive,positive,positive,positive
UgzA74KFIpW-y-COx1R4AaABAg,@hawaishinde7951,Video Games,Scania truck driving 4K video | Truck Simulator Ultimate #game #games #truck #simulator #gameplay,THE HIYAA GAMING ,Ride to heaven,positive,neutral,positive,positive
UgyjG7ve0whR6KPmluB4AaABAg,@rosajeesenevirathne2424,Video Games,Video Games - Lana Del Rey - Lyrics,MegaMf97,anybody after the 6th episode of 3 body problem 🙂,neutral,neutral,neutral,neutral
UgzFY1Jp5N8rpCTOcgR4AaABAg,@KamalChavan-j9y6h,Video Games,"Retro Game Stick, 4K HDMI #games #gaming #game #retrogaming #retrogames #ps5 #ps4  #gameshorts",Sparrow Industry,M15,neutral,neutral,neutral,neutral
UgzSKk5Z0EnwU4GLzLd4AaABAg,@FullCoverHistoryChannel,Video Games,Video Games That Were Pulled,Sambucha,I just kicked alla,neutral,neutral,neutral,neutral
Ugwqz3uYo7CFMo6YesF4AaABAg,@RBenino,Video Games,04 - Video Games - Lana Del Rey,Yeyden Zoé Vega,❤,positive,positive,positive,positive
UgwpD5h3EMGwpJegabt4AaABAg,@Purple-m4s,Video Games,Video Game Glitches be like… pt. 5 #gaming #shorts,NicsNite,IS THAT IS REALITY?,neutral,neutral,neutral,neutral
UgweJ4he8fZMC-TJe5p4AaABAg,@igorigorev6566,Video Games,The Friend That's Too Good at Video Games,CircleToonsHD,"I mean... most games use surprisingly similar mechanics for all kinds of stuff. The more you play, the better you get at gaming generally,
The ""Oh, nice, the game tells me to go left! I'm going left!"" Gradually turns into ""Game tells me to go left. Which means there are goodies to the right.""",neutral,neutral,neutral,neutral
Ugxo_k3E5GDGAjV8HQl4AaABAg,@NextYanGaming,Video Games,Gaming in Year 2067,Adhemz,Y'all,neutral,neutral,neutral,neutral
Ugyx3GQua9RmJIpEaap4AaABAg,@asog88,Video Games,Your man is a 🚩 if he plays these video games,JourdanGames,What about friendly in arc Raider?😭,neutral,neutral,neutral,neutral
Ugy43lOf9kGS3PJye514AaABAg,@DTl-s4r,Video Games,Why you should never play video games in class #shorts,Zach King,I misheard to bro I forget to freaking tweak,neutral,neutral,neutral,neutral
UgyZEq1L4St9qdbb0QN4AaABAg,@GraceWambui-m1k,Video Games,Ramp Car Racing - Car Racing 3D - Android Gameplay,Gaming aadii ,Can you please send me the game,neutral,neutral,neutral,neutral
UgwgyqWP6ohDMyG0D994AaABAg,@CT-7567_CPTNRex,Video Games,This goes hard.👀 #gaming #starwars #darthvader #videogames #trending #shorts #lightsaber #4k #jedi,Bloooski,Oh thats jedi master Revan. Yeah vader isnt winning this one,neutral,neutral,neutral,neutral
UgyzFgxwoWUHqjC5zTJ4AaABAg,@ellenroejade1258,Video Games,Lana Del Rey - Video Games (Piano Karaoke),Sing2Piano | Piano Karaoke Instrumentals,"hii, i hope you're doing well. thank u",positive,positive,positive,positive
UgzvqUkqC3mM-QJOn4h4AaABAg,@Sunnyjoeaaron,Video Games,KIDS CRASHING OUT OVER VIDEO GAMES!,Foltyn Reacts,inches away from falling off 2:51,neutral,neutral,neutral,neutral
Ugw9YJLr03rJXNWCn6d4AaABAg,@Annnnnnnaaaaaaaaa-w,Video Games,I don't want to play this game 😂 | Funny animation,4M Animation,Se aprende mulheres😂🤣😅😔😕🤣😅,neutral,neutral,neutral,neutral
UgyGrGqz_wsPzZA4rLJ4AaABAg,@ivaneteribeirogomes8622,Video Games,Mario Party 10 Minigames - Mario Vs Peach Vs Luigi Vs Daisy ( Master COM ),JinnaGaming,3ueu8rf🎉,neutral,positive,positive,positive
Ugw5TYDe7-M4c0JT6Hx4AaABAg,@zamadepuib3254,Video Games,"If you’re playing video games, then you are a child!",orthodoxnet,"It's a personal view of yours, doesn't mean it's correct or wrong. It is just yours.",neutral,neutral,neutral,neutral
UgxS8wA97q0n7JtCbpN4AaABAg,@shamawasif13,Video Games,Mario & Sonic At The Olympic Games Tokyo 2020 All Events New Record Full HD,StartPlayX,Dhsg.    Sazx.        M.  Mt.,neutral,neutral,neutral,neutral
UgzvWk6GDEtC43ZDSv54AaABAg,@Tyler-s6e,Video Games,Video Games That Inspired Killers,Sambucha,Bamsucha,neutral,neutral,neutral,neutral
UgzM0LjcKvmqOA8qEj14AaABAg,@aishaabduljabbar8925,Video Games,Do Video Games Make You Smarter?,Gohar Khan,Meanwhile Roblox …,neutral,neutral,neutral,neutral
Ugx8Topi0GWHHm-t-e94AaABAg,@hmfan_games,Video Games,Cars 2 The Video Game Mods: Can You Beat Lightning McQueen in These Racing Games,MYLTIMYLT,"Awesome Video..
I think no one can beat Lightning McQueen..👍👍👍",positive,positive,positive,positive
UgznJ1hq0dH8JgmUzQt4AaABAg,@Tututhegamer1,Video Games,Peak of Video Game Graphics? KCD2 Looks Insane!,Focus on Gaming,The cave in the menu screen where the waters flowing is sk beautiful like,positive,positive,positive,positive
UgxZ9b3YJm72IqAj4_B4AaABAg,@thesocialsmokersclub,Video Games,Lana Del Rey - Video Games,LanaDelReyVEVO,August 26 anyone?,neutral,neutral,neutral,neutral
UgwvDGl8mnsilJ1R5Gd4AaABAg,@RenderRace,Video Games,How Video Games Evolved in 68 Years 🎮 #shorts,Learn Tech Gaming,"I think that first thing, it was to detect of the energy an circle energy or 1 way energy",neutral,neutral,neutral,neutral
Ugyr735drjwCPUBL_U14AaABAg,@batmanimal5993,Video Games,Lana Del Rey - Video Games (Lyrics),Lost Panda,This is actually a rock song,neutral,neutral,neutral,neutral
Ugw_sl_o8_T-mcfI6jp4AaABAg,@vincentrobbyrendon3458,Video Games,Tenacious D - Video Games,Tenacious D,There is a gore in the song all the youtubers,neutral,neutral,neutral,neutral
Ugw1Tj426hhPU1qBayJ4AaABAg,@NaomiGreen-n6d,Video Games,Cool creative smart fun game videos that you can't miss. #100,Great_Painter,He’s😢peeing,negative,negative,neutral,negative
Ugz0S7qz8gHRv_dbWFF4AaABAg,@ChaosTheSecond,Video Games,How Video Games Punish Stealers,Sambucha,"“Piracy is a crime”
“DIE”
“Please buy a retail version”",neutral,neutral,neutral,neutral
Ugw_ShALjeUj_teBaMV4AaABAg,@HawaiianPizza87,Video Games,16 PERFECT 10/10 Games That Will Make You Love Gaming Again!,Playverse Gaming,AI slop,negative,negative,negative,negative
UgzUParRiW80aIzUSDl4AaABAg,@VirginieDiez,Video Games,Mario Kart 8 Deluxe - All New DLC Courses (DLC Booster Pack 1),Sirloin,🪻🇬🇧🛀🛁🎰🇬🇧☕️Ⓜ️😇😇😇😇😇😇😇,neutral,positive,positive,positive
UgxPnw6ZrLGPyUdW4V94AaABAg,@JoseluisReyes-e3t,Video Games,VIDEO GAMES AT 3AM 😝😱 #humor #homealone #babyduck,Packy Films,❤️🐶🦖🐬🐩💙💜🤎🩹,positive,positive,positive,positive
