comment_id,author_name,topic,video_title,video_channel,text,annotator_1_label,annotator_2_label,annotator_3_label,sentiment_label,clean_text
Ugx13MnJB_6H03-j2CF4AaABAg,@aslbekxayruddinov-vx4qk,Climate Change,Climate change: Are there too many people? - 6 Minute English,BBC Learning English,🇺🇿,neutral,positive,neutral,neutral,
Ugx3HqXVQTl4gmhAHZp4AaABAg,@YouViolatedCommunityGuildline,Climate Change,Do we Need Nuclear Energy to Stop Climate Change?,Kurzgesagt – In a Nutshell,"Do we need to stop climate change to to develop nuclear?

Nuclear is the goal itself, not the means to archive something else

Replace renewables with nuclear",neutral,positive,neutral,neutral,need stop climate change develop nuclear nuclear goal means archive something else replace renewables nuclear
UgwGgbHCnNVnCrDdq9Z4AaABAg,@SelfSustainableCity,Climate Change,Climate Change – MIND MAP ENVIRONMENT | Drishti IAS ENGLISH,Drishti IAS : English,"The Earth whispers softly, hear its call,  
As climate shifts and nations fall.  
In nature’s arms, we must reside,  
To mend the wounds, let life abide.",neutral,positive,negative,positive,earth whispers softly hear call climate shifts nations fall nature arms must reside mend wounds let life abide
UgyvoTr879FVu7Cuk_B4AaABAg,@harryko8699,Climate Change,How climate change is changing hurricanes,The Weather Channel,THC is absolutely ridiculous.,negative,negative,negative,negative,thc absolutely ridiculous
UgzgAC2hmnX_VPaNzeh4AaABAg,@sanjuanmoreno9800,Climate Change,“I’m F—-ing Terrified” - Economist REFUSED To Have Kids Over Climate Change,Valuetainment,"The older man shows real intelligence 
The host of the show seems to be lost and somewhat stupid on what is happening with the world.
The host pulls information that is drawn up by industrial backed partners. 
Climate is real, it's happening now, and humans have escalated this movement into hyperdrive.
These changes will take hundreds if not thousands of years to correct. 
All anyone has to do is,  look what's happening.",negative,negative,negative,negative,older man shows real intelligence host show seems lost somewhat stupid happening world host pulls information drawn industrial backed partners climate real happening humans escalated movement hyperdrive changes take hundreds thousands years correct anyone look happening
UgzO7lyrqcW2x-8HDz54AaABAg,@CharlotteTilberis,Climate Change,Can wildlife adapt to climate change? - Erin Eastwood,TED-Ed,"For those who don’t get it, basically the solution is relocating the animals to safer spaces",neutral,neutral,neutral,neutral,get basically solution relocating animals safer spaces
Ugw4IJwvh-Y0sYt8tLN4AaABAg,@user-hi5qh3nd2n,Climate Change,Cut for Time: Climate Change (Kumail Nanjiani) - SNL,Saturday Night Live,"I’ve concluded that cut for time are actually cut bc they might offend their corporate advertisers. This one is fantastic, even more relevant in 2026",positive,positive,positive,positive,concluded cut time actually cut bc might offend corporate advertisers one fantastic even relevant 2026
UgxHB8FJosXXDE-emM94AaABAg,@MaryDavignon,Climate Change,"Climate Change: New Data, New Debate",Bulletin of the Atomic Scientists,"I live in a 1971 built house with natural gas forced air furnace, gas water heater, and gas stove. The electricity is expensive and the power grid is so unreliable that we fear switching to all electric. My house would be perfect for solar, but the outlay and return on investment isn''t doable for this senior who will not live long enought in the house to recoup the costs. We do have energy star appliances, LED lighting, good insulation and windows, and live in an area close to the services we need. I would love an honest and affordable solution.",negative,negative,negative,negative,live 1971 built house natural gas forced air furnace gas water heater gas stove electricity expensive power grid unreliable fear switching electric house would perfect solar outlay return investment doable senior live long enought house recoup costs energy star appliances led lighting good insulation windows live area close services need would love honest affordable solution
UgxZsK2mp8CWgpGUpH94AaABAg,@Suiiiii-98,Climate Change,How to talk about CLIMATE CHANGE in English,English Speaking Success,Ki,neutral,neutral,neutral,neutral,ki
UgxcSZWsR0_puPoy9KZ4AaABAg,@duanesbuhler7696,Climate Change,The Climate Crisis Is Coming for Your Food,"The World, The Universe And Us",Increased CO2 has caused a greening of the earth.,neutral,neutral,neutral,neutral,increased co2 caused greening earth
UgzinvUI7z0Q_h8t_4l4AaABAg,@Qwalityheld,Climate Change,Kids and climate change ⏲️ 6 Minute English,BBC Learning English,"""it freaks me out.""
""One in a million. ""
""Climate anxiety. ""
""Parasite."" 
""To put something off.""",neutral,neutral,neutral,neutral,freaks one million climate anxiety parasite put something
Ugzbi7HRYjJpIbEIX4h4AaABAg,@theanarkiddie4569,Climate Change,The easiest climate change win ever,Simon Clark,"Every time I open this video to rewatch it I just end up craving chocolate cake. Gosh, I love chocolate cake.

(Thanks for the video Simon!)",positive,positive,positive,positive,every time open video rewatch end craving chocolate cake gosh love chocolate cake thanks video simon
UgzucCubFWujmUxlb4t4AaABAg,@teec3557,Climate Change,'Climate Change': Scientists Warn Public as Extreme Weather Risks Intensify | Heatwave | El Nino,CNN-News18,Just stop the bs.,negative,negative,negative,negative,stop bs
Ugy_UqdN7_K10HDvMBx4AaABAg,@Sandeep_chand16,Climate Change,Climate Change: How does it really work? | ClimateScience #1,ClimateScience - Solve Climate Change,How terrorizing fact is it that it took 5000 years for 5°C increase in atmospheric temperature but we the humans have made 1°C increase since 1975 (51 years ) 😢,negative,negative,negative,negative,terrorizing fact took 5000 years 5 c increase atmospheric temperature humans made 1 c increase since 1975 51 years
UgxALqr-kHrpnadc3D94AaABAg,@waterst9,Climate Change,What Climate Science Actually Says vs. What You've Been Told It Says,Alliance for Responsible Citizenship,"Same reaction to the questioning of Covid science, restrictions, origins and the efficacy of the vaccine. All mostly disproven and delegitimized.",negative,negative,negative,negative,reaction questioning covid science restrictions origins efficacy vaccine mostly disproven delegitimized
UgxcryMQ-82lEkrJ2et4AaABAg,@abbie_urmom,Climate Change,Climate Change Activists vs Skeptics: Can They See Eye To Eye? | Middle Ground,Jubilee,"Yes, global warming is real and scientifically undisputed. since the late 19th century, driven by human-produced greenhouse gas emissions, such as burning fossil fuels. This warming drives sea-level rise, habitat loss, and more extreme weather events. you cant tell me that we are not going under global warming.More than 99% of scientific studies agree that climate change is real and caused by human activities. Why and how you may ask, The burning of fossil fuels (coal, oil, gas), deforestation, and land-use changes are the main contributors. : Evidence includes rapidly shrinking Arctic sea ice, melting glaciers, increasing ocean heat content, and about 16 cm (6 inches) of sea-level rise since 1901.",neutral,neutral,negative,neutral,yes global warming real scientifically undisputed since late 19th century driven human produced greenhouse gas emissions burning fossil fuels warming drives sea level rise habitat loss extreme weather events cant tell going global warming 99 scientific studies agree climate change real caused human activities may ask burning fossil fuels coal oil gas deforestation land use changes main contributors evidence includes rapidly shrinking arctic sea ice melting glaciers increasing ocean heat content 16 cm 6 inches sea level rise since 1901
Ugx7k7kdzQcYqys-LmF4AaABAg,@HowardNorris-gh1jw,Climate Change,Jeremy Clarkson says farming has given him a new perspective on the changing climate.,Times News,"In 1976 we had a massive swarm of ladybirds, which had a set of factors as its cause - the popular rhetoric for climate change is too simplistic in terms of causality.",neutral,neutral,neutral,neutral,1976 massive swarm ladybirds set factors cause popular rhetoric climate change simplistic terms causality
UgySkd0VbH-fuNbN9st4AaABAg,@BURGUNDYBURGUNDY3315,Climate Change,"Global sea levels could rise more than expected because of climate change, according to a new study",NPR,I’m starting to think there tendency to release the most hopeful numbers is screwing us over I wish we’d be alarmed by this,negative,negative,negative,negative,starting think tendency release hopeful numbers screwing us wish alarmed
Ugws_315-ZmoEUlGMdl4AaABAg,@heiskanbuscadordelaverdad8709,Climate Change,Is climate change as bad for our health as COVID-19?,Simon Clark,Yes,neutral,neutral,neutral,neutral,yes
UgypWRrlHY5hwSH5aUx4AaABAg,@qp9259,Climate Change,The Climate Crisis Is POLITICAL! #historyshorts #climatechange #history,Redacted History,"We're gonna hit wet bulb temperatures and a lot of people are gonna die. It's not over because it's never over. 

Bit tbh I think a lot of us need to emotionally prepare for that.",negative,negative,negative,negative,gonna hit wet bulb temperatures lot people gonna die never bit tbh think lot us need emotionally prepare
UgynamcR16NIu8OMSx94AaABAg,@Saurabh990azl,Climate Change,Climate Change is a Spiritual Problem || Acharya Prashant (2025),Acharya Prashant,❤❤❤,positive,positive,positive,positive,
UgwfkYoFtsL-PpT4CSF4AaABAg,@SendingFreedomTM,Climate Change,Joe Rogan schools Bernie Sanders on climate change,News24,Global warming is actually good anyways the best periods were warm. It's ice ages and freezes that kill life,positive,positive,positive,positive,global warming actually good anyways best periods warm ice ages freezes kill life
UgwcKcT4lzR802mY6Mx4AaABAg,@DaneIvkovich,Climate Change,Hotter heatwaves are a symptom of climate change,Dr Gilbz,"If you get rid of our asphalt and concrete jungles where all you climate experts reside, the temperature would reduce significantly.  Ask anyone from Tanzania.",negative,negative,negative,negative,get rid asphalt concrete jungles climate experts reside temperature would reduce significantly ask anyone tanzania
Ugwnekit26c-uNF7rrF4AaABAg,@amiava4213,Climate Change,"Climate change fueled Canada's wildfires, study says, as Trump blames mismanagement",Associated Press,"Isn’t this glorious?

Global Greening Hits New Record as Climate Emergency Fails to Materialize: ‘Activists refuse to accept that the climate catastrophe is nowhere to be seen’",positive,positive,positive,positive,glorious global greening hits new record climate emergency fails materialize activists refuse accept climate catastrophe nowhere seen
UgyJitTyX-90XroiZFJ4AaABAg,@anamariacarvalho6738,Climate Change,Is climate change fuelling diseases like Ebola? The Climate Question podcast - BBC World Service,BBC World Service,Climare Changes are shiftimg The animais deseases tô urban area,neutral,negative,neutral,neutral,climare changes shiftimg animais deseases tô urban area
UgyD5boFQl9u-RUEnT54AaABAg,@Tsip89,Climate Change,2026 isn't breaking heat records - yet. El Nino is forecast to spike temperatures,Associated Press,Thanks for the info!,positive,positive,positive,positive,thanks info
UgzLVCUIbfZ55SpgNfN4AaABAg,@zumahyena,Climate Change,"""It's clear to me that climate change is the single greatest threat to human security that we face""",Green Party of England & Wales,The security service even confirmed it. Climate change and biodiversity loss are a major threat to national security.,negative,negative,neutral,negative,security service even confirmed climate change biodiversity loss major threat national security
UgwCO4K7WqLnYQaki194AaABAg,@Ngamer834,Climate Change,Climate crisis is 'biggest threat since WW2': Is this hysterics or hard truth?,LBC,Those who are claiming it's all hoax will soon be complaining about it's impacts that are already happening.,negative,negative,negative,negative,claiming hoax soon complaining impacts already happening
UgzJ6eHzwQxxGgehM014AaABAg,@remusventanus5127,Climate Change,Record heatwave 'impossible' without climate change #weather #heatwave #climatechange,ITV News,The European mind cannot even comprehend ac 😂😂😂😂😂😂😂,negative,negative,negative,negative,european mind cannot even comprehend ac
UgyeZ3b_v6dYPkE9rBJ4AaABAg,@maryrobinson6688,Climate Change,JUST IN: Sheldon Whitehouse And Ron Johnson Get Into Climate Change Debate On Senate Floor,Forbes Breaking News,The subject here is how people are warned about severe weather,neutral,neutral,neutral,neutral,subject people warned severe weather
Ugx8UkjtMHLASZbk7up4AaABAg,@rogerthat487,Climate Change,Climate Change is Destroying Lives... Now,ClimateAdam,A PhD in atmospheric  physics  - STOP right there,negative,negative,negative,negative,phd atmospheric physics stop right
Ugxgy8qJPG6Dxt3Xibx4AaABAg,@jamesesposito8204,Climate Change,Climate change reality check,ABC News,Stop tearing down all our trees and keep building houses when the trees take the carbon dioxide out of the air and turn it into oxygen and air. A scientist know this but you keep ripping down the trees anyway and keep selling off land to keep building more and more houses or business start planting more trees bring back the forest. I think that will do a lot of change in the world but no everybody’s about a dollar making the cash flow. These other people that don’t care about anything going on. They’re all worried about money.,negative,negative,negative,negative,stop tearing trees keep building houses trees take carbon dioxide air turn oxygen air scientist know keep ripping trees anyway keep selling land keep building houses business start planting trees bring back forest think lot change world everybody dollar making cash flow people care anything going worried money
Ugy6FID6UmWulV5nXsN4AaABAg,@BoyerAngelah,Climate Change,Climate change: Are there too many people? - 6 Minute English,BBC Learning English,This is exactly the kind of video I needed!,positive,positive,positive,positive,exactly kind video needed
UgxiUIIvecIqtGzAZWl4AaABAg,@usifblbas,Video Games,Lana Del Rey - Video Games,LanaDelReyVEVO,"7/August /2026 ❤️‍🩹
5:55 am 🍷",neutral,neutral,neutral,neutral,7 august 2026 5 55
Ugw3vGo_EMpQy1XSoPh4AaABAg,@FantasticGamerRDK65,Video Games,How Video Games Evolved in 68 Years 🎮 #shorts,Learn Tech Gaming,Why i recognised all games😅,positive,positive,positive,positive,recognised games
UgxNzCD7pmF1o7AWv9F4AaABAg,@LostPanda,Video Games,Lana Del Rey - Video Games (Lyrics),Lost Panda,*Do you play video games?*,neutral,neutral,neutral,neutral,play video games
UgyYWIN67DM8KePeWtt4AaABAg,@shaneallen231,Video Games,Tenacious D - Video Games,Tenacious D,I want you to still play fucking video games.,positive,neutral,neutral,neutral,want still play fucking video games
UgwK_L00eJC4DZkik5h4AaABAg,@Mirai-u2i,Video Games,Cool creative smart fun game videos that you can't miss. #100,Great_Painter,❤😂😂😂😂😂😂😂😂😂😂,positive,positive,positive,positive,
Ugz2g2P8PkL0N2pn_XR4AaABAg,@samanthasalazar486,Video Games,Mario & Sonic At The London 2012 Olympic Games Football Team Sonic Gameplay,Minh Party U,Request please upload now with enough time all characters losing animations in London party mode rhythmic ribbon with knuckles in all songs synchronized swimming all songs relay and dream rafting with knuckles sonic Amy and tails and all events replay with knuckles in London wii and all events with knuckles in London 3ds and Vancouver wii with all characters winning and losing animations in all Olympic and dream events failed poses in figure skating and in festival mode all in 4K please let me know it’s uploaded already today tomorrow NOW,neutral,neutral,neutral,neutral,request please upload enough time characters losing animations london party mode rhythmic ribbon knuckles songs synchronized swimming songs relay dream rafting knuckles sonic amy tails events replay knuckles london wii events knuckles london 3ds vancouver wii characters winning losing animations olympic dream events failed poses figure skating festival mode 4k please let know uploaded already today tomorrow
Ugw8IDn1gQwmDu9uZTV4AaABAg,@Kittistory,Video Games,How Video Games Punish Stealers,Sambucha,The spongebob squarepant super sponge anti piocy screen is not e.D it's just the wheel laying that tries to choose,neutral,neutral,neutral,neutral,spongebob squarepant super sponge anti piocy screen e wheel laying tries choose
UgzKOvCeYlsoSePjRzV4AaABAg,@PlayverseGaming-z6c,Video Games,16 PERFECT 10/10 Games That Will Make You Love Gaming Again!,Playverse Gaming,"00:26 - God of War 2018
01:34 - Hollow Knight
02:37 - Days Gone
03:56 - Resident Evil 7
05:01 - Clair Obscur: Expedition 33
06:22 - A Plague Tale Innocence
07:50 - The Last of Us Part I
09:14 - Assassin's Creed Black Flag Resynced
10:27 - Outer Wilds
11:50 - The Witcher 3: Wild Hunt
13:14 - Disco Elysium
14:29 - Red Dead Redemption 2
16:01 - Split Fiction
17:23 - Need for Speed: Most Wanted
18:49 - Baldur's Gate 3
20:18 - Titanfall 2
21:41 -  Ending",neutral,neutral,neutral,neutral,00 26 god war 2018 01 34 hollow knight 02 37 days gone 03 56 resident evil 7 05 01 clair obscur expedition 33 06 22 plague tale innocence 07 50 last us part 09 14 assassin creed black flag resynced 10 27 outer wilds 11 50 witcher 3 wild hunt 13 14 disco elysium 14 29 red dead redemption 2 16 01 split fiction 17 23 need speed wanted 18 49 baldur gate 3 20 18 titanfall 2 21 41 ending
UgwDxwPWw75AdL7b4gV4AaABAg,@Bitcenteplay,Video Games,Mario Kart 8 Deluxe - All New DLC Courses (DLC Booster Pack 1),Sirloin,"""Empecé jugando con mi hijo y ahora me gana más seguido de lo que me gustaría. 😂""",positive,positive,positive,positive,empecé jugando con mi hijo ahora gana más seguido de lo que gustaría
UgxmbVGCwSabv_vuDvR4AaABAg,@Hbbdh22eh,Video Games,VIDEO GAMES AT 3AM 😝😱 #humor #homealone #babyduck,Packy Films,Touch some grass,negative,negative,negative,negative,touch grass
Ugwm20t550ph4kmpjNx4AaABAg,@Mexxlegos0,Video Games,Horror Games Be Like:  #shorts #horrorgaming #scary,amandaprescottfx,"/\         /\
 (O      O)
        ^",neutral,neutral,neutral,neutral,
Ugy7gG-HkJcNbn2FF5t4AaABAg,@Mr_SKIE,Video Games,When you realise Video games are Unrealistic!,Military Might ,Thats so real like them N*ggas literally running fast as fuh with a machine gun,positive,positive,positive,positive,thats real like n ggas literally running fast fuh machine gun
Ugyc7B1g0YEDWlinL_J4AaABAg,@MYLTI-MYLT,Video Games,MXGP 2021 - The Official Motocross Videogame Gameplay,MYLTIMYLT,New Game - https://youtu.be/OS5prnmxbak,neutral,neutral,neutral,neutral,new game
UgxXHKJZ9HLXl9j8a5N4AaABAg,@TDBRICKS,Video Games,POPULAR VIDEO GAMES in LEGO...,TD BRICKS,"0:15 Mario
1:29 Fortnite
2:39 Roblox
2:54 Portal
3:27 Temple Run
4:10 Subway Surfers
4:35 Fruit Ninja
4:55 Pokemon
5:15 Among Us
5:56 Angry Birds
6:42 Wii Sports
7:30 Call of Duty
8:10 Minecraft
8:44 GTA 5
9:19 Lego games",neutral,neutral,neutral,neutral,0 15 mario 1 29 fortnite 2 39 roblox 2 54 portal 3 27 temple run 4 10 subway surfers 4 35 fruit ninja 4 55 pokemon 5 15 among us 5 56 angry birds 6 42 wii sports 7 30 call duty 8 10 minecraft 8 44 gta 5 9 19 lego games
UgzoOuvW6U01hEJubrh4AaABAg,@owellorge1868,Video Games,10 Best NEW Games To Play In August 2026,Force Gaming,All crap,negative,negative,negative,negative,crap
Ugw638LsUBL2y8F2sbF4AaABAg,@AdamDarbyshire-u2p3b,Video Games,"Video Games but every ""Games"" is replaced with Frigigigigigigigi",SmilyCookieBone,What,neutral,neutral,neutral,neutral,
Ugz4ZVQNoA7GZcD39kd4AaABAg,@Abolfazl-1112,Video Games,Scania truck driving 4K video | Truck Simulator Ultimate #game #games #truck #simulator #gameplay,THE HIYAA GAMING ,لطفاً اسم صندلی رو بگو❤❤,neutral,neutral,positive,neutral,لطفا اسم صندلی رو بگو
UgzkF5uxSgJbd59HM-54AaABAg,@carpe_diem-770,Video Games,Video Games - Lana Del Rey - Lyrics,MegaMf97,one of my favorite lana's song,positive,positive,positive,positive,one favorite lana song
UgyyQRdbV34G5YI7AIx4AaABAg,@SparrowIndustry,Video Games,"Retro Game Stick, 4K HDMI #games #gaming #game #retrogaming #retrogames #ps5 #ps4  #gameshorts",Sparrow Industry,"M15 Game Stick full video :- https://youtu.be/Utdm0nhln2s

Gs5 Pro unboxing and review video price 3799 :- https://youtu.be/7joMqRottFw",neutral,neutral,neutral,neutral,m15 game stick full video gs5 pro unboxing review video price 3799
UgyWb5ebtZSkS290g0R4AaABAg,@TheAnimatorGuy-c9n,Video Games,Video Games That Were Pulled,Sambucha,Flappy Bird got removed because he got death threats,neutral,neutral,neutral,neutral,flappy bird got removed got death threats
UgxuXYUOnllv-XZ8wPl4AaABAg,@playlistsbydholphinxx9076,Video Games,04 - Video Games - Lana Del Rey,Yeyden Zoé Vega,Album of the decade!,positive,positive,positive,positive,album decade
Ugz_R8SJTpSUhS6M4Td4AaABAg,@moon_kandii15,Video Games,Video Game Glitches be like… pt. 5 #gaming #shorts,NicsNite,"Ah yes, I love a good bowl of [[hyperlink blocked]]",positive,positive,positive,positive,ah yes love good bowl hyperlink blocked
UgzvBbl_8afd78arOht4AaABAg,@CircleToonsHD,Video Games,The Friend That's Too Good at Video Games,CircleToonsHD,I know you all get me on this... watching your buddy on discord waiting for him to die... and he just... doesnt....,positive,positive,positive,positive,know get watching buddy discord waiting die doesnt
UgxbGssT7ROEOpYqZSB4AaABAg,@BustinJieber09,Video Games,Gaming in Year 2067,Adhemz,"Join the Discord basement from the link in bio or your charger will always be missing.  
( Subscribe for more 😉 )",neutral,neutral,neutral,neutral,join discord basement link bio charger always missing subscribe
UgwyMMPBaljT2Gc3-DJ4AaABAg,@yukooshima1979,Video Games,Your man is a 🚩 if he plays these video games,JourdanGames,Why Billy Boyd and Monahan?,neutral,neutral,neutral,neutral,billy boyd monahan
UgwfeGGlltCDwDvEQHR4AaABAg,@IbrahimAvila-v9y,Video Games,Why you should never play video games in class #shorts,Zach King,23m likes,neutral,neutral,neutral,neutral,23m likes
Ugy5CGEikiAXx6m9lGZ4AaABAg,@Upadhyayy,Video Games,Ramp Car Racing - Car Racing 3D - Android Gameplay,Gaming aadii ,50M❤🎉,positive,positive,positive,positive,50m
UgyvJuthL2csQocH29p4AaABAg,@TWOTİME1193,Video Games,This goes hard.👀 #gaming #starwars #darthvader #videogames #trending #shorts #lightsaber #4k #jedi,Bloooski,Game name,neutral,neutral,neutral,neutral,game name
Ugwbeql0jWThCsOGUY14AaABAg,@sing2piano,Video Games,Lana Del Rey - Video Games (Piano Karaoke),Sing2Piano | Piano Karaoke Instrumentals,"💜 SUBSCRIBE 👉 https://s2m.lnk.to/Sing2PianoYT1b
🎤 Sing more Lana Del Rey 👉 https://s2m.lnk.to/kAmtGhDX1b
🎹 Use Our Tracks/Newsletter 👉 https://s2m.lnk.to/joine1b",neutral,neutral,neutral,neutral,subscribe sing lana del rey use tracks newsletter
UgwjFwP36gSJZyw1b414AaABAg,@Sebastian-Jalisco1,Video Games,KIDS CRASHING OUT OVER VIDEO GAMES!,Foltyn Reacts,The vr game is gym class,neutral,neutral,neutral,neutral,vr game gym class
UgwVsUpt_jBd15_ArMJ4AaABAg,@SỹTrần-w8k,Video Games,I don't want to play this game 😂 | Funny animation,4M Animation,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🌹🌹🌹🌹🌹🌹🌹😜🌹😜😜🌹😂😂😂😂😂😂😂😂😭😭😭😭😭😭,positive,positive,positive,positive,
UgyszaAj16ehRvqYv3h4AaABAg,@JinnaGaming,Video Games,Mario Party 10 Minigames - Mario Vs Peach Vs Luigi Vs Daisy ( Master COM ),JinnaGaming,Ready for some Mario Party fun? Watch my new video now: https://youtu.be/_PvViKNnT4M,neutral,neutral,neutral,neutral,ready mario party fun watch new video
Ugy2g7jBcS5GV8AVmMd4AaABAg,@seeker2219,Video Games,"If you’re playing video games, then you are a child!",orthodoxnet,"i´m most likely one of the biggest gamers alive.  I am trying to scale it down ALOT and it workds fantastic.  I tend to agree with what is said here, but i THNK a major problem is that adult males are no longer allowed to be adult.  they are ... shackled to boring non-rewarding things lifes. so playing games becomes that one thing that lets men do what men want to do.  If we could open up the adult ways through REAL life for men, i do think they would quit playing instantly.  But that choice has been stolen. Or atleast people cannot see that way anyomre.",negative,negative,negative,negative,likely one biggest gamers alive trying scale alot workds fantastic tend agree said thnk major problem adult males longer allowed adult shackled boring non rewarding things lifes playing games becomes one thing lets men men want could open adult ways real life men think would quit playing instantly choice stolen atleast people cannot see way anyomre
UgwbBxpZSjvRR6raatl4AaABAg,@briann.h8311,Video Games,Mario & Sonic At The Olympic Games Tokyo 2020 All Events New Record Full HD,StartPlayX,They put that in a fifa World Cup 😭😭😭,neutral,positive,negative,negative,put fifa world cup
UgwjXD8lFxA5-Jon1OJ4AaABAg,@elyrix-m6t,Video Games,Video Games That Inspired Killers,Sambucha,Anders mentioned 🤩,positive,positive,positive,positive,anders mentioned
UgxW2ULkdw_idgHDweJ4AaABAg,@AngelinShibila,Video Games,Do Video Games Make You Smarter?,Gohar Khan,Roblox?,neutral,neutral,neutral,neutral,roblox
UgwfKFufPttORLeYoPN4AaABAg,@SasukeUchiha_2024,Video Games,Cars 2 The Video Game Mods: Can You Beat Lightning McQueen in These Racing Games,MYLTIMYLT,Credits to @LightningMcQueen2017Games for using his mod as a base and using his personalized rims textures,neutral,neutral,neutral,neutral,credits using mod base using personalized rims textures
UgyhilJoZje30z2k0tB4AaABAg,@focusongaming47,Video Games,Peak of Video Game Graphics? KCD2 Looks Insane!,Focus on Gaming,"Want cheap games? Check out my channel bio! 🔥
Every purchase helps me keep making awesome content. Thanks for the support! ❤️",neutral,positive,positive,positive,want cheap games check channel bio every purchase helps keep making awesome content thanks support
UgydRsdTT6jguyisOOx4AaABAg,@ludolamour,Video Games,Lana Del Rey - Video Games,LanaDelReyVEVO,da bestest <3,positive,positive,positive,positive,da bestest 3
UgxlqdIrRmwvpX0V1wh4AaABAg,@muhammetmesut,Video Games,How Video Games Evolved in 68 Years 🎮 #shorts,Learn Tech Gaming,64 BAYT to 500 GIGABAYT,neutral,neutral,neutral,neutral,64 bayt 500 gigabayt
UgxkgTkY1B3SOhi9bSJ4AaABAg,@LizaJalil-i4s7t,Video Games,Lana Del Rey - Video Games (Lyrics),Lost Panda,0:55♥️.,positive,positive,positive,positive,0 55
Ugy-1jue6qE6bYYp7tR4AaABAg,@karincohen6837,Video Games,Tenacious D - Video Games,Tenacious D,"One year later, he was the main character in a video game movie",neutral,neutral,neutral,neutral,one year later main character video game movie
UgzoyUXoMFVRbIvnziJ4AaABAg,@BikashDey-vh1kb,Video Games,Cool creative smart fun game videos that you can't miss. #100,Great_Painter,😂😂😂😂🎉,positive,positive,positive,positive,
UgwBldJqOfW61ABLxql4AaABAg,@VMGAMING,Video Games,Mario & Sonic At The London 2012 Olympic Games Football Team Sonic Gameplay,Minh Party U,Why didn’t Team Sonic pass more instead of trying to score solo goals?,negative,negative,negative,negative,team sonic pass instead trying score solo goals
UgzYlQsXJlx27eyIu2d4AaABAg,@Renzogut16,Video Games,How Video Games Punish Stealers,Sambucha,If buying ain’t owning then piracy ain’t stealing,neutral,neutral,neutral,neutral,buying owning piracy stealing
UgxSrqYfWSJMm47Q9Hh4AaABAg,@Семён-ъ5и,Video Games,16 PERFECT 10/10 Games That Will Make You Love Gaming Again!,Playverse Gaming,"Far Cry 3, Assassin's Creed II, God Of War 2018, RDR2. My opinion.",neutral,neutral,neutral,neutral,far cry 3 assassin creed ii god war 2018 rdr2 opinion
UgxOu3ZfWblljwkm0OV4AaABAg,@vizcachaespacial,Video Games,Mario Kart 8 Deluxe - All New DLC Courses (DLC Booster Pack 1),Sirloin,🎉🎉🎉🎉,positive,positive,positive,positive,
Ugwvkyh318UUkfK_aEt4AaABAg,@doddleart-m9f,Video Games,VIDEO GAMES AT 3AM 😝😱 #humor #homealone #babyduck,Packy Films,Bro dude dans did this copy cat,negative,negative,negative,negative,bro dude dans copy cat
Ugzhrd9s9vAHi6yjgbZ4AaABAg,@Buildit2Earnit,Video Games,Horror Games Be Like:  #shorts #horrorgaming #scary,amandaprescottfx,"╭━━━┳━━━╮
┃╭━━┫╭━╮┃
┃╰━━╋╯╭╯┃
┃╭━╮┃╱┃╭╯
┃╰━╯┃╱┃┃╱
╰━━━╯╱╰╯╱",neutral,neutral,neutral,neutral,
UgzIxgy5-Kmlau05i_14AaABAg,@SuperSpeedyboyy,Video Games,When you realise Video games are Unrealistic!,Military Might ,This guy needs too touch grass,negative,negative,negative,negative,guy needs touch grass
UgyAXWCh_BL7Zks6-2Z4AaABAg,@RevanPiansa-q4y,Video Games,MXGP 2021 - The Official Motocross Videogame Gameplay,MYLTIMYLT,9,neutral,neutral,neutral,neutral,9
UgxPlRJfJOWcjSIEWwR4AaABAg,@HuynhPhuoc-x1w8n,Video Games,POPULAR VIDEO GAMES in LEGO...,TD BRICKS,u mean  Jack from subway surfers,neutral,neutral,neutral,neutral,u mean jack subway surfers
UgyQFZGkxcaknA7Hjzd4AaABAg,@SecretVixen77,Video Games,10 Best NEW Games To Play In August 2026,Force Gaming,Big walk is so cutee,positive,positive,positive,positive,big walk cutee
Ugyk6NprXQgK94TbcHZ4AaABAg,@AdamDarbyshire-u2p3b,Video Games,"Video Games but every ""Games"" is replaced with Frigigigigigigigi",SmilyCookieBone,Funn,positive,positive,positive,positive,funn
UgzA74KFIpW-y-COx1R4AaABAg,@hawaishinde7951,Video Games,Scania truck driving 4K video | Truck Simulator Ultimate #game #games #truck #simulator #gameplay,THE HIYAA GAMING ,Ride to heaven,positive,neutral,positive,positive,ride heaven
UgyjG7ve0whR6KPmluB4AaABAg,@rosajeesenevirathne2424,Video Games,Video Games - Lana Del Rey - Lyrics,MegaMf97,anybody after the 6th episode of 3 body problem 🙂,neutral,neutral,neutral,neutral,anybody 6th episode 3 body problem
UgzFY1Jp5N8rpCTOcgR4AaABAg,@KamalChavan-j9y6h,Video Games,"Retro Game Stick, 4K HDMI #games #gaming #game #retrogaming #retrogames #ps5 #ps4  #gameshorts",Sparrow Industry,M15,neutral,neutral,neutral,neutral,m15
UgzSKk5Z0EnwU4GLzLd4AaABAg,@FullCoverHistoryChannel,Video Games,Video Games That Were Pulled,Sambucha,I just kicked alla,neutral,neutral,neutral,neutral,kicked alla
